,text
34,"梦见逝去是婆婆回家坐在床上与家人聊天，然后下床蹲下走了，消失了,我和大姑姐出门去追，大姑姐伏在我的背上痛哭，昏了过去，我大声呼叫让别人来救，这是从院子里走出了妹妹的孩子来帮我一起抬大姑姐，我们好像在沙漠里......."
35,凌晨7点左右做梦，我的奥迪（A6L2.4，黑色)车开出去办事。停车后别人发现的左后车门没了，像是拆掉的样子，里面一览无余。好像门框处齐整的露出原车的海绵。车是2006年的，一直是我自己在用。后来，梦见去加油站加油，明明停车时没别的车，可是下来发现一辆桑塔纳紧挨着我的加油孔，差点刮了。又发现车头有一辆别的越野车，使自己想开出去都不行。这些都是停车时没有的啊？
36,"我和妈妈好像要去一个地方,途径一个有好几处水池有一事鳄鱼池我和妈妈闯过来了,又过一个大蟒蛇池,妈妈好像会降服大蟒蛇,抓着一条大蟒蛇的头部,那条很老实了,我让妈妈快走时被一条大蟒蛇咬住右大腿,妈妈教我怎么抓我不敢,这时妈妈走到我身边来抓咬我的蟒蛇,手刚抓到蛇身,我就吓醒了.看看时间凌晨4点20左右."
37,梦见和我喜欢的人在一起开着宝马车，她还像情侣一样抚摸着我的脸，刚开出一个大门洞，被一小女孩开着白色摩托车撞了，我下车要看看撞的怎么样，然后骑摩托车的小女孩，绕过旁边的一个人还是车忘了，就跑了，先是顺着行车道跑！这是我说换我开追上骑摩托逃跑的人，让我喜欢的人去副驾驶，我刚上车，那个骑摩托车的就跑到隔离带道对面继续逃跑，这时我已经开上车了，直接逆行要追，刚起车就醒了！
38,梦见和我喜欢的人在一起开着宝马车，她还像情侣一样抚摸着我的脸，刚开出一个大门洞，被一小女孩开着白色摩托车撞了，我下车要看看撞的怎么样，然后骑摩托车的小女孩，绕过旁边的一个人还是车忘了，就跑了，先是顺着行车道跑！这是我说换我开追上骑摩托逃跑的人，让我喜欢的人去副驾驶，我刚上车，那个骑摩托车的就跑到隔离带道对面继续逃跑，这时我已经开上车了，直接逆行要追，刚起车就醒了！
39,梦到两条很大的蛇，从天上冲到海水里面，眼睛很大像月亮，然后又是到了岸上很多小蛇，没有水在挣扎，好像这条蛇就是自己，在水里游的时候很多人游过来了，自己确害怕不敢去咬人，爬到岸上没有水挣扎着另外一条蛇救。另外一条蛇从旁边的一条水渠里游过来带我去有水的地方、整个梦境都是在晚上，但是有月光般的光线很亮，水是黑色的，蛇也是黑色的，没有觉得很害怕
40,昨晚，梦里好像是在一个小岛，其中一个女的问，她在哪里？为什么会在萝卜州（一个岛名）上。我往水面看，发现有人掉在水里了，有很多人，不知道有多少人。我和另一个男人一起去救落水的人，到了最后，有一个沉得太深了，没有办法救上来。但是救上来的好像全部都死了。那些人我都不认识的。然后我在旁边哭得很伤心，好像在真实中也有流泪了。前几天也是做梦，自己在梦里面哭得很伤心，但是没有原因，就是很伤心，拼命的哭，醒来感觉枕头都有些湿了。
41,我跟老公在路口把地摊收摊时碰见边上门头找事老公生气不管让他家给我们收桌子我跟别人说自己不能弯腰他们说叫你老公会回来收老公回头过来了一句话没说上来就跟别人打架把别人头踢了个洞血流不止老公这是第一次打人自己走了我陪着人家去医院看了一半我出来接老公告诉他自己在哪接着梦见忽然刮起大风落地窗帘卷着凳子把玻璃打碎自己害怕这是来个业务员很没礼貌的跟自己说话自己生气跟陌生业务员吵架接着自己被吓醒
42,爸爸和妈妈已经离婚了很多年，爸爸43岁了，，也正和一个和他年龄相当的女人谈恋爱。但是我梦到，一个和我差不多大的女孩和他一家人都来我家，那个和我差不多大的女孩就是我爸爸的相亲对象，趁那女孩上厕所时，我就跟过去，然后把厕所门反锁，在测所里狠狠揍了她一顿。然后那女孩一家就带着那女孩很生气的走了。。。。然后我就醒了
43,是在上班的时间。梦见同事送我手表 ，是修好的那种，旧的，在上楼梯时遇到的，我们都是男性，是当老师的，时间好像是上午，与我同行的还有别人。楼梯中上上下下的人很多。同事是修理高手，手表较小，是黄色的，心里有点高兴，但不好马上收，最后还是收了，同事比我大几岁
44,是不是什么意思想政治工作人员梦见我爬一个很高的竹杆上捉上面鸟窝里的蛋可是蛋却了两个蛋却变成了一大一小的两个小鹰为了小鹰长大了不凶恶我给它们的脖子上放血可是小鹰却死了大的鹰脖子上全是血没有死
45,梦见那么一堆黄瓜，我在里面捡了两根.超市那么多人他们都不让我捡了啊说你看黄瓜不新鲜，挑两根就行了不要要那么多了于是我就捡了两根，这两根也不是太新鲜啊不过最后还是被我拿走了啊梦见的人都是以前的同事有男的也有女的人还是真不少啊
46,当晚做了三个梦  第一个梦最清晰 看到前方一棵树 树上开满花 刚看到时是花骨朵 瞬间含苞待放 很是漂亮  忽然有只小鸟飞到我的耳边 它叫了两声就飞到那开满花的树上 我看到树上有个鸟巢 鸟巢的上边还有只小鸟  我这才看清楚  很感慨的说这不是喜鹊吗  好久没看到喜鹊了  还是很小的时候看过          第二个梦是在我打工的地方有一桶水 不小心把脏水弄进去一点点 老板有些生气说 都不要了 我说别啊 多可惜啊 留着拖地吧         第三个梦看到干树枝我捡了点 又看到湿树枝我又捡了点       谢谢帮我解答
47,梦见回老家， 家里的门上的锁没有锁上， 我正想锁时， 一只白色的鸡像我追来， 我大声喊我叔叔求救， 但他没有听见， 我就迅速逃跑， 那只鸡追我到屋后， 我找东西自卫， 只找到一个很小的扫把来自卫， 那只鸡直朝我冲过来， 我怕极了， 吓得大喊一声就醒了。
48,梦见一扇红色的大门，这扇大门是在一个石头的房子上的，梦开始是关闭的，上面贴有黄色封条上且上面有字，我想看清楚上面的字但是看不清楚，而后我就自己进入了这扇门（不是我自己开的门，也不知道怎么就进来了），进来以后看到了又是一扇相同的红色大门，单上面没有封条了，然后我就醒了，感觉就是古代城墙上的2扇门一样，进入了一扇还有另外一扇，何解啊？
49,梦见和我多年不往来的叔伯五姨，我问他干什么去，他说要改改祖坟，选东西去，我们就去选了盒装的寿衣，金黄色带绣花的，这个盒好几层，什么东西都有，好像就是改祖坟用的，我五姨说买最好的。我一开始不许想买最好的，听我五姨说买最好的，我说我也买一套最好的。
50,好像熟悉，又好像不认识的老人，寻求我的帮助，我把她抱进养老院，登记，安顿，养老院很豪华，分好几个等级，每个老人有一套房子她被安排在好的房子里，雕花门，厅堂有很多盛放的鲜花，她要我给她做陪护，说给我钱，她有很多钱
51,梦见和朋友一起开车出去，所走之路都是土路，并且都比较窄，路两边都是河水，路上还有两座桥，通过第一座桥后，马上到达第二座桥，没有过桥，觉得过桥后路会更难走，于是返回，返回到第一道桥前，发现桥上停了一辆车，挡住了去路，我想刹车，可是突然发现刹车不灵了，眼看就刹不住车，只有硬过去了，可是硬过会有危险，被吓醒了
52,梦见修路，好多桥梁附近都有石头可以用，要拆除两家院墙，后来在一处填方处，别人却挖去好多石头去修自己的路，但对我方影响不大，对方说挖取的坑中发现金子，我到现场一看，先拾起小小的金片，后来又发现好多稍大的古老的金币，后来捡了好几个，后来旁边发现许多珠宝，又发现许多衣服，拿了一件衣服想把捡到的珠宝串包起来，打开后衣服里面用珠子串成好多，把发现的珠宝裹在衣服里面了，准备藏起来，让别人也去捡珠子，但他们捡了不多，对这些珠宝也爱理不理的，我就把捡到的珠宝及取到的里面带珠宝的衣服卷起来裹好，一起准备藏起来，怕被别人发现，然后就醒了
53,梦见和朋友去宾馆一进去，进去看见看见不舒服，就想走，老板不让我们走，就一直来抓我们。后面还有很多男的一起来抓我们威胁我们当小姐    然后我们就一直跑一直跑 一直叫救命  而且途中在做梦的时候我被朋友叫醒了的  但是居然接着住完了这个梦
54,具体忘了，只记得左边下边的大牙先后掉了两颗，一颗大的，一颗小的，但是没有血，也不痛。只记得左边下边的大牙先后掉了两颗，一颗大的，一颗小的，但是没有血，也不痛。只记得左边下边的大牙先后掉了两颗，一颗大的，一颗小的，但是没有血，也不痛。
55,"梦见办公室很脏,因办公室有调整,调整后很办公室很乱,很脏就叫同事们一起做做卫生,首先自己先干起来了,先是把不要的东西拿走,把地扫干净,再用拖布拖地,再用查布查桌子,把办公室打扫得很干净整洁,同事们也慢慢再来干,不过还未做完卫生就醒了.请问是怎么回事"
56,昨晚梦见生病去医院，以分手3个月男友开车送我去，在门口他给我5百元，说够用了吧!我没要，扔掉他去检，背凤吹走，他生气打我，两人打了起来，后来我哭了，有个女人帮我说这样的男人不好，好男人多的是，跟这样男人因刻分手，我说以分手了，是他要送我来医院的，后来那人帮我打他，他越打我重，那个人叫我跑，叫叫我告他，我说一定起诉他，哭着回家，跟家人说，我家人说当时叫你不要跟他在一起，你不听，现在好了出事情能怪谁。帮我解释一下，谢谢
57,男友和前妻在一起，一前一后上楼到我住的地方，他们已经办好了离婚手续，男友进来过以后就不知道做什么去了，我见到他前妻，和她聊了一阵，最后我和他前妻都不要男友了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
58,刚刚做梦爸爸脖子被钢板固定起来，然后脑袋上面有血冒出来，不算太多，我就拿着卫生纸去擦，结果我爸说你摸摸我的背，我一摸背就感觉背好凉，我哇的一声就哭了就醒了。梦中我爸还说女儿很少在家哭的这么伤心了，后来我听人说妈妈为了给爸爸治病已经欠了一百多万，爸爸也欠了八十多万。我明天坐车回家，这是什么情况啊，跪求解释
59,一点多梦见爸爸脖子上被钢板固定，脑袋上面有血冒出来，脸上都沾上血了，我就拿纸去擦，然后我爸说你摸摸我的背，我一摸就感觉背好凉，我哇一声就哭了，然后就醒了。梦中爸爸还说女儿好久都没在家哭得这么厉害了，后来我听说爸妈为治病瞒着我欠下巨额债务。这什么情况，跪求解释，谢谢
60,梦到骑电车上班，电车放在工厂墙外面，等下班发现停车的地方被水淹啦，我就去水里找，结果看到对面有人准备跳河自杀然后我又去救人，把人家给救出来了，我就回来继续找电车，发现水退啦，我的车子也没有找到，然后我的未婚妻又来啦，安慰啦我一下。我就醒来啦。
