,text
62,梦见自己和父亲都杀人了 然后在一条路上父亲骑自行车栽我 然后看见收费站了 绕开收费站到了小路 到了另一个城市 我突然要想去买自行车 到了商店发现商店进去后服务员说 关门了 然后出去商店 下雨了 我父亲进了一个交电话费的小店避雨 我在外面淋雨 突然跑过来一个活死人 我躲进了小店 我父亲我和店主把门用力关着 活死人在外面撞 突然我父亲打开了门 我们就直接冲出去跑 我突然捡到一个棍子往活死人头上戳 但是戳不进去 然后街上混乱了 大家全部在跑 然后我醒了
50,今天中午睡觉时梦见了我家中出现了一只比老虎小比猫大的动物，它有点橘红色又有点今色，似乎没发现我在边上，但是我还是躲到房间里关上门，突然发现手机没带进来于是又趁它去别的房间的机会迅速的将手机拿来，刚想挂电话给我爸，恰好这时我爸就在开家门了，然后我冲出去，发现那个动物已经死了。
162,梦见被人抢劫割伤了手掌流血了，但是那个抢劫的没有为难我，挺好的，完了又梦见了外婆的家，梦见外婆趟在棺材里，就跟她去世时我看见的一样，完了我出到屋子外面竟然又看见了外婆还像往常一样从地里回来，手里拿了好多东西，我想上去抱她，但是还没到她边上，她就很凶的走开了，接着又梦见我跟爸妈去看演出，演出的礼堂竟然一直漏水，可我们身上是干的，等坐到座位上不久水又不漏了，接着我们来到集市，我一会不知道怎么的没穿衣服，好像是我自己脱的，完了我趁没人注意又找了条裙子穿上了，从一起来就困扰我很久了，希望能解答一下
613,梦见三只卡通里的狼吃人！我在家里打狼！父母在屋里跟亲戚朋友聊天！我喊救命没人理我！是同学帮忙！打跑狼后，训斥父母不帮助我
266,"在现实中我有一个对我很好的男朋友.我也喜欢他.可是我家人不是很同意,其中有一个原因是嫌他太瘦长的不好看.在梦里这个男孩长的挺好看也很壮实,我和男朋友在一家早餐店吃早饭,一人一碗饺子,他进来了坐在我旁边看我吃饺子也点了一盘,中间讲了几句话.后来我和男朋友就走了,回到我们的家中.我出来了一下在门口遇见了他.他说今天是圣诞节给我买了好吃的让我拿着我说我不要男朋友看"
350,梦见考试，其他的考得还不错，有一科差几分导致整个不通过，跟之前的同时说话，被反驳。
680,梦见走路在家乡小河的河边上走路，但走到我姐儿子淹死的地方跌倒，我差一点掉下去，但还是爬赳来了，但父亲在岸上说你要怎样才不会掉下去但我说没关糸我会游泳然后就醒了。
157,梦见别淹死的陌生人刚沉下去又上来，而且是两个人了，一个是人一个是鬼魂，而且那个陌生人还是女的，穿着红衣服，奇怪的是我梦见我男友就站在那个水池旁边，而且看见那个女的淹死了他还在笑，而且是很可怕的笑，醒来以后我还觉得那个女的好像是我，但是觉得长得又不像自己，这是什么梦呢？预示着什么
172,大师您好，我有几次梦见在类似于很大的河塘的水边，里面有一些鱼（有的时候梦见的是大鱼，有的时候梦见的是小鱼），我为什么总是做这样的梦呢？
644,昨晚我做梦梦到了姥姥，她很生气，而且还骂我，具体的什么我忘了，总之很模糊，姥姥刚去世一个月，这代表什么，麻烦你解答一下谢谢~
312,梦到在一包装盒里中奖得到两个女用安全套，然后不知为什么又回到老家，但我没回家反倒去了以前师傅家，跟师娘做爱并且师娘未长阴毛，事后第二天回到家中姐夫问我没有找小姐吗，我回答弄到一个少妇。备注本人已婚
605,梦见红色透明的兔子，跳到我身边，我忍不住想摸摸它，可又不敢，因为它是红色透明就象红色QQ糖那样的透明火红，一只红老虎跑来追我，我吓的跑了，看到路边火红的砖又点象金砖，又看到前面飘着几颗特别亮的夜明珠，拿了两颗就跑，突然醒了，不知道这个梦意味着什么意思？请大师相告
501,先是梦到和男朋友聊天，不知怎么的他来我家了，和我聊天的成一女的，说是他女朋友，我怒了！然后我们准备睡觉，关门的时候先是老爸起来了问怎么才睡觉，我说什么不记得了，把老爸打发走了，怎么突然那个人就来了问我喝稀饭吗，因为我老妈和她儿媳妇一起上班，就问她是不是下班了，她说没有，然后我就说不喝，她就走了，我到房间刚准备睡觉就就醒了！求结！
55,梦见出去玩，好像是个旅游景点，有一个池塘，刚开始看不清池塘里是什么，只能看见白色的很长很粗的不知道是什么，刚开是以为是蛇，当登上高处向下看的时候一条白龙从水中一跃而起，并且不只一次的跃起，当我想离近点并且拍照的时候发现白龙要抓我，而且只针对我，因为旁边还有其他人，当它抓住我把我带向水里的时候梦就醒了，求大师解梦
39,最近总是梦到初恋男友。前天还梦见他说他不喜欢我。昨天又梦到他来学校接我，我们什么也没说，很有默契的又在一起了，甚至比以前还要好。现实中，我们谁都不联系谁，有些回避对方。都四年了，我期间好过对象，但现在还喜欢他，他虽然一直没有好过对象，但不知道他想什么。他期间找过我两次，但什么都没说。后来上了高中谁都不联系谁。我们都是比较执着不滥情的人，都
260,梦的一开始是梦见了一只怪兽，长的像狗又像鹿或牛之类的东西，它总是追着添我。后来又梦见了我以前的一个姐姐，在梦里我俩厮打起来，我用刀把她按在床上，然后她用手枪打了我一枪（在太阳穴的位置）并没有见到血！请您帮忙解下梦，谢谢
156,刚刚做了一个梦。梦到在家附近听说有人杀人了，就和别人一起去追凶手。追了一会 ，就梦到和妻子躺在家里床上，聊有人杀人这件事，突然发现有人在卧室门外，是二十多的小伙子，他推门进来，双手握在剑柄下的剑刃上，从上向下扎我。妻子吓的抱紧了我，我正要推开妻子和他搏斗，就醒了。求大师解惑
222,梦见之前自己和别人玩(只记得是个男的)玩突然想到一只喜欢的白猫，我不记得我是在窗外看着还是去里屋包它玩，然后它好像和一直老鼠玩的还行，后来来了两只猫一只猫去追老鼠去了，另外一只猫先和自己喜欢的白猫打架后来白猫没打了那只猫慢慢扒那只白猫的皮我在窗外看着等到扒到头那里时我难过的不敢看，身后的男的心疼的看着我。
210,梦见变成皇贵妃，在皇后的宴会上得到的地位只有一张普通的桌子没有桌布，但是我看到对面的贵妃也是这个待遇我就公平了，于是我自己摆正桌子坐下来等开始，结果一人发了一摞子海碗，会后得到金元宝银元宝的赏赐，我为了辨别真假咬了一口金元宝，咬掉了一块。最重要的是我是男的啊
35,在北面的一个房间有个年轻女人，我忘记为什么了，我打了她两下，结果她就死了，流了好多血，我害怕了，我没杀过人，我也不想坐牢，这个女人又好像是个榴莲，我轻易地就能抱起她。怕被人发现，我抱着她到南面房间的床上，因为北面这个只有沙发，没东西包她。把她用床单什么的包起来，为了防止血浸湿褥子，我还在床单下面铺了个厚厚的垫子，然后盖上被子装作什么都没发生就出去了。我想出去想想我该怎么处理尸体。在门口还遇到管家婆。
246,吃东西的时候上边一颗牙咯掉一半，不一会所有的牙都掉一半剩牙根，后上牙科拔牙  拔2颗没事，第3颗的时候出血缝针
167,梦见自己给小侄子过生日，却被他的父母轰出来了，并且断绝了关系，出门走了不多远，被烟花点着了身上的衣服，很快把外面的羽绒服烧掉了，要烧到自己的时候我躺在地上自救把火压灭了。
545,昨晚又做了一个梦，梦见我男朋友在我家睡，可我爸爸不知道，早上起来时发现我两睡在一块儿，很生气！我男朋友看到我爸爸很殷切的对我爸爸打招呼，后来我妈妈和我外婆也来了，她俩就把我叫到阳台上我妈妈说“你跟他发生关系了”？我外婆又说我还以为你很听话的，没想到你也这样，你太让我伤心了，我当时哑口无言，心里觉得很对不起她们！后来就醒了，这是怎么回事？
171,我的男友出了点事，暂时回不来，我却梦到他给我打电话，来电显示是个刑，我却不认识这个刑，然后他跟我说分手，之后我就很难过也很害怕，就大师点解点解
337,梦见妈妈给我和已故的奶奶包饺子，然后我们仨一起吃饺子（饺子皮薄馅大，都是肉啊）、喝汤，汤特别的干乎，是黄色的（好像是鸡蛋汤吧，），我还把我碗里的汤往奶奶碗里倒，一劲儿让奶奶多吃点，（奶奶好像是说够了，让我也多吃点）奶奶很慈爱的对我笑！
10,梦见阴冷的深夜自己因为父母不在家而我自己也没带钥匙，所以去现实中还活着的同性朋友家里住（我是女的，现实中我根本没去过她家）。    她是我现在高中班上的正班长，她不是那种柔弱的女生，她是着装打扮比较中性，性格和外貌都有点偏男性的短发女生，我高约一米五，她长得比我高一点。她学习很好，是拼命学习的那种学生，她也承认学习很难也很累，有时她有一种快要死了的感觉，但一直都死撑着。现实里我很喜欢她这个班长，因为她成绩好、人好，而且和我一样也是O型血天蝎座，尽管事实上她和我交集并不多，我也没怎么和她说过话。   梦里我很开心地去我这个朋友的家。然后她让我坐在客厅长椅上休息，这是一个用钢铁做骨架、垫着有点硬的棉的长椅，说实在的，坐着这长椅并不舒服。当时她站在墙边微微低着头，我只能看到她的侧面，而她刘海的阴影导致我看不清她的眼神和表情。我环顾四周，发现她家里物品和摆设的颜色都是冷色系，只有黑、白、灰三种，而且只有客厅的那盏昏暗的灯亮着，我察觉到这里散发着一丝阴凉的气息。她告诉我，说她自己想要回家。我就觉得奇怪，我心想难道这里不是她的家吗？   接着我想到自己父母是否在家，就用和现实中一模一样的黑手机给我父母打电话，结果不是不通就是已关机。   然后我又看向她，只见她走过来站在我面前背对着我，低声说她想要回家，现在就回家。我觉得不对劲，就坐在长椅上伸手抱住她，没有站起来，接着问她到底怎么了、还好吗。她低声说了一两句话，大概是关于她自己的感觉和想法的，但因为声音很小，我也听得不太清楚。   她背对着我，她不再说话了，忽然有什么液体滴在地上的声音，然后是扑哧一声，好像是什么液体突然迸出的声音，似乎有更多的液体流到地上。我低头一看，竟然是一滩殷红的鲜血，鲜血在黑、白、灰背景的衬托下显得格外刺眼。   我被这个景象震惊了，就赶紧站起来抱紧了她，我叫她的名字，甚至连名带姓的叫她也不再听到她的回应（平常我叫她名字不带姓）。梦中我的直觉告诉我，她自杀了。但我不知道她是为什么要自杀，也不知道背对着我的她是怎么自杀的。   我喃了喃她的名字，接着我沉默了，我轻轻地松开抱着她的手，让她倒在长椅上。但我从来没有看见过她的正面，她一直背对着我。我悲伤地望着她的短发和背脊，看着她略微翘起的短发，我不由得想起了日本动画《银魂》中男主角坂田银时的身影（坂田银时是我最喜欢的动漫角色）。我默然又悲伤地站了一会儿，便转身向门口悄无声息地走去，打开门，我的动作停了一下，我没有关她家的灯，最终我决然地关上门，离开了她家。   出来已经是脚踏着大地，到了街边，我抬头望天，只见一片漆黑，没有月亮也没有星星，阵阵冷风从我身边吹过。我倒吸了一口冷气，她自杀的情景又在我脑海浮现……   梦里印象中，她是在高一下学期开学前的几天自杀的。   开学了，班上的同学们集资在学校里建了一所约9平方米的小房子，房子内的墙壁上刻有黑色的全班同学的名字，其中她的名字被刻在墙壁的中央，她的名字比别人的名字大一些。我也看到了我的名字。班上所有的同学也依次进入这个小房子，表示对她的悼念，每个同学都沉默着，表情庄重而严肃。   我又想起了她临别时的情景，心中溢满了悲戚哀伤。走出了那间小房子，我回头又望了一眼那小房子，只见其他同学还在那里进进出出。我满心哀伤地离开了那里。   不知这个梦是什么情况、意味着什么，我第一次梦见现在的同班同学自杀。她是一个值得我仰慕的人。
105,昨晚梦到自己没穿衣服在河里洗澡，后来河水变得很急，再到后面。却干了，我一直往上流走，结果河水又开始流下来了，又变得很急。是什么意思啊？
68,梦中梦见自己找到一个地方洗澡，是一个很大的澡堂，好像是男女公用的，一段时间是男的用，一段时间是女的用。里面是左右都有，同时有几个大隔断，每个隔断里面有一些水龙头，就像学校里面的公共澡堂。我很想洗澡了，所以找了一个大概是傍晚的时间去澡堂洗澡，发现里面一个人都没有。然后我把外面的门反锁了，门的旁边有个小看门的一样的房间，从那里也可以进来，但是进来的路被堵着，小房间里面有电视，好像看守澡堂的在看电视。        到澡堂里准备洗澡，可是刚好看见我的一个表哥在里面洗澡，我很不好意思，所以打算等他洗完再洗。我到另外的地方淋了一会，有的水龙头水很大，有的水很小，穿着衣服，不敢脱了衣服洗澡。（我觉得梦中表哥很像我的前男友，我前男友学历不高，后来也用函授的方式拿到了本科文凭，表哥这个人有点固执，但是也是一个好人，喜欢喝酒。）然后表哥告诉我，他那个水龙头的水水温合适，水也很大，等他洗完然后我再在他那里洗，我说好。于是我一直等啊等。        直到后来门口等了几个人，打不开澡堂，但是貌似有一个钥匙准备打开一个反锁，但是澡堂的反锁有很多个的，要所有钥匙都齐了才能打开。我也放心了，于是我从里面到门口小屋门口，在澡堂里看那个小屋里面的电视等表哥洗完澡，但是他一直没有洗完。我担心会不会没时间了，大家都在等着，我有点不好意思。最后我梦见有个钥匙在开门而且一个个的把澡堂的反锁都块打开了。梦结束了。        接着做了第二个梦。梦见有个女孩问我借衣服试一下。我穿着两件衣服，里面是短袖外面一个外套。她要借我里面的外套穿一下，那个外套是我现实生活当中昨天才穿了的，我不肯，因为我要脱给她我就没衣服穿了，而且她比较胖，我觉得她穿起来肯定很臃肿会把我的衣服挤大的。她就是要问我借穿一下，好像她妈妈也在旁边，然后他不停的跟我说要借啊什么的，不停的说，我解释说她不合适穿，也说了好多费了好多口水。她说我就穿一下，难道这个都不可以，胖不胖的不试一下才知道。我实在是说不过他，但是我要是把里面的衣服借给她试一下我就没衣服穿了，这里也没有我适合的衣服。她说你用外套包一下就可以了，我很郁闷，但是最后好像心里想的算了不跟她计较，懒的说，准备就把衣服借给他试一下，这个时候我就醒了，梦里我没有脱衣服给她。
585,梦见自己生病了需要打点滴，可是给我打点滴的医生去世了，但是还发短信给我，接着好像还梦见了一个人去世，最后梦见妈妈去世，接着我就哭醒了。
378,梦到家里的天花板上长出好多蘑菇，有两种颜色，很大，还有分了雌雄的，雌蘑菇正在不停的繁殖，蘑菇越来越多越来越大
569,梦见自己在山坡上走 注我家是平原没有山 旁边有好多鱼塘我要到主人那叫他赔我鱼 走到一半就被两条一样的黑蛇一起咬住脚脖很痛没有流血 这时来一个男人把它们打死救了我还教我赶蛇
258,自己耳朵在戴金耳环是无故结黄颜色的大痂，以抱住圆形耳环下半圈，我妈在帮我脱耳环时发现自己耳朵化白颜色的脓，耳朵肉里面生有小蛆虫。
67,自己在回家的路上手里拿了件蓝针织衫.走着走着发现手里的针织衫变成红色另一件衣了，就往回找原来蓝色的衣服，后来发现手里的哪件蓝色衣穿在身上了.又往前走看见一女孩向我示爱，又问我有没有老婆，我见她长的不好看.就说我早结婚了.孩子都2岁.然后才打发她，突然发现红色们衣服不见了，就看身上原来穿在身上可蓝色的衣服不见了.就回头找没找到，又往返几次没找到.后来发现
384,梦见我在飞，看见我的女儿赶着一辆很多马拉着的大货车，车装满了货，可车在到达地点时马漩进了一个干柴垛都死了，马都是白马，不知什么意思。
100,梦见我和几个同学在游泳，然后河里还有好多村民的孩子，过一会我们上岸了，我对象告诉我说你看河里有鳄鱼，然后我们好多人趴桥上看，让河里的小孩快上来，河里的小孩上来的时候一个小孩被鳄鱼大嘴一张吃掉了。
224,昨晚梦到自己搬电冰箱，刚开始丢一个，后来2个电冰箱都丢了，请大师给解解梦
211,第一段：梦见死人趟在我们村那个庙旁边，在庙里面最大一个佛右手边有个山洞，死人就趟在山洞里面，把我吓坏了，然后就下山了，因为庙在山上，结果就吓醒来了第二段：然后又接着睡了，把刚才做的梦也不知道怎么回事，又给接上了，又梦见我们家里来了2个男的，找我爸喝酒，结果我爸不在家，家里只有我和我妈妈，然后那两个男人把那个死人去我们家床上拉了下来（梦里是从洞里接出来的）因为他们两个座在床上，顺手就拉下来了。结果我妈妈抱着那个死去的男人，在拔那个死去的人的牙齿，刚刚开始拔下来2颗，当时我就特别紧张，当我妈妈拔那个死人牙齿第三颗的时候，我喊了一声，那个牙齿不好容易才拔下来，梦见第三颗牙齿拔下来之后扎进了我妈妈手指头里面，疼的我妈妈直叫，我立马转过头看着扎进妈妈手上的牙齿怎么好像带有火星，快要燃烧一样。结果闹钟响了。请各位高人给我指点指点，是不是有什么寓意啊？急
452,梦见奶奶家的上面死了个有点点亲戚关系的老人家。就住在隔壁的。用麻布套着，没有头，血淋淋的，
20,梦见修路，好多桥梁附近都有石头可以用，要拆除两家院墙，后来在一处填方处，别人却挖去好多石头去修自己的路，但对我方影响不大，对方说挖取的坑中发现金子，我到现场一看，先拾起小小的金片，后来又发现好多稍大的古老的金币，后来捡了好几个，后来旁边发现许多珠宝，又发现许多衣服，拿了一件衣服想把捡到的珠宝串包起来，打开后衣服里面用珠子串成好多，把发现的珠宝裹在衣服里面了，准备藏起来，让别人也去捡珠子，但他们捡了不多，对这些珠宝也爱理不理的，我就把捡到的珠宝及取到的里面带珠宝的衣服卷起来裹好，一起准备藏起来，怕被别人发现，然后就醒了
208,最近几天总是做恶梦，要不然就是梦到跟过去妈妈一起聊天，甚至梦到妈妈去世前的一些事情，昨天梦到我在家，跟妈妈聊天，而且我后妈也在，，，而且最近总感觉到不安，这是为什么呢？
603,前天晚上，梦到的就在海里，但感觉两边有堤坝似的，水很大是海的感觉，就我和另一个人在一边不是划船像是开着水上摩托，另一边就是长长的一队白色海豚和我们同个方向的游着，队伍很长，看不到头，叫的声音也很大，虽然很好听，但我很害怕，很怕他们看到我们，怕他们攻击我们，但并没有。好像没有注意到我们似的，我很害怕就拼尽全力的开走了。
134,梦见自己是猎人，住在大山深处的小村庄里。有天夜里几只狼前来骚扰，打死一只其它跑了，白天又是同样几只狼来蹲点堵我，又是打死一只其它跑散了没理会，持续几天，后狼来得比较鑫=多，一个人拿猎枪与狼群斡旋激战，杀狼无数，场面激烈啊！后子弹不够打了被群狼穷追复仇，众寡悬殊，战斗情景惊心动魄以至惊醒啊！这觉睡的，好累好累
285,梦见白天我正在床上躺着玩手机，我的房间就在大门旁边，梦见大门是全开的，我的房间门也是开的，不过门关了一点半，只剩一点门缝，可以看到外面，正在玩手机的时候听见做法事的声音离我越来越近，回来我通过门缝看见进我家了，我赶紧把我的房门关了，心里很怕，然后我爸回来叫他们出去，好像死的那个人也是家里人，好像是我爸的大哥。
71,大伯生前有精神上的病，神志不清，最后中煤气不治而死，我梦见大伯抱着一床被子到我家说要晒被子找地方，而且说话就和正常人一样，不结巴，看起来也非常精神。并把我家每个房间门都打开看了一下，最后我也抱着我的被子和大伯晒在一块（大伯去世时我因为上学没有回家，没见他最后一面）
49,在我奶奶家门口。梦见了一条蛇。不是蟒蛇。有木有毒也不知道。但是当时我很害怕，那蛇会跳，一蹦一两米高，我跑到奶奶家里面，当时还有我表哥在，然后关上了大门，蛇在外面。但是大门的下面没放蹄趹，当时也是怕他从下面进来，然后一下子好像那蛇跳了进来，我哥叫了一声吓我一跳，然后没有蛇才松了口气，但是我觉得我屁股后面好像被个小东西咬了一下，我想应该是那条蛇，当时吓坏了， 我一摸屁股真是有个小东西在我屁股上面，然后就被吓醒了。
190,梦见自己的小指有一个小口子，不停的流血，而且不流了自己还会去挤一挤，然后又会不停的流，还滴到裙子上，我还用湿巾擦拭，还跟姐姐去看医生，医生说我们得了什么传染病，不久就会死的，我还梦见姐姐给我钱，二十几块，好像是说昨天你给买的东西的钱。。。
380,做梦时间早晨：6到7点之间，梦见水中鱼分二部分，左侧有3到4条大一些的无色是灰黑的，右侧有7到8条小一些的这些鱼中有可见彩色鱼，水深在小腿左右，没有用手去抓，手中拿有照像机，想把水中的鱼用照相机照下来。请给予解梦。
308,先是梦见和一群人坐公车，然后一只猛虎从玻璃窗口即将闯进来，再我还没反应过来的时候就被朋友拉下车跑了，因为害怕所以一直跑，跑着跑着发现怎么是自己的故乡的地方。然后看见路边一商店的男人很面熟，原来是年轻时候的爸爸，不到三十的样子，他显然不认识我，我走上前问了他的名字，他很不解我为什么知道他名字。我怕老虎攻击他，就告诉他注意躲避，然后我继续往前
116,昨夜今晨，梦见在自己大学的寝室里（大学毕业已经八年），亲眼看着旁边的一栋居民楼坍塌，楼房坍塌后留下的废墟就在自己寝室的窗下，因为废墟很高，担心坍塌楼房里的人会沿着窗户爬上来，立即关了窗户，之后又觉得应该帮助遇难的人，于是接过了一个从窗户送进来的小男孩。自己一直在哭，似乎在为这场灾难，哭的很伤心，接过小男孩后跟他对话如下：你几岁了？1岁。属什么的？龙。小孩很小，似乎还不会走路，我就一直托着他的腋下抱着，她的妈妈稍后也通过楼梯来到了我的房间。楼下废墟上很多幸存的人在载歌载舞，似乎在庆祝自己的大难不死，没有看到人员伤亡的血腥场面。
293,昨晚梦见跟姑姑打架 他想拿剪刀刺我 没刺到就拿剪刀 剪掉了我的头发然后我拿椅子砸了她 然后他儿子在旁边看着我 预示着什么？
76,梦到哄一个婴儿，穿红色衣服，结果不小心弄死了，很害怕，想努力救活，可是最后没成功，就特别害怕，最后醒了，梦到过不止一次，大约三次，抱着抱着就死了，有一次还拎着脖子甩着玩，有一次孩子死了就成了那件红色衣服，衣服都是那种婴儿斗蓬
48,梦到自己和公司的姐姐们一起去一个晚会（类似春晚的一种晚会我也不太清楚），姐姐们都在忙挽回的事情，自己站在门口（我也不知道自己在门口干什么）。看到羽泉从眼前走过（陈羽凡带着口罩），自己很惊讶眼前看到的，胡海泉主动对我打招呼就走了。 自己很兴奋躲在墙角做暗喜状。 胡海泉又回来问我刚才怎么了，我说我很兴奋见到他们。他问我多大，我说十八。他说他要是四五十岁找个比自己小二十岁的还行，我说 有什么不行 你现在反正也快四十了，我记不清胡海泉接下来说什么了，我回答他的时候提了一下我妈再婚时候的事情。（我在大门口看到羽泉进去的造型，和胡海泉出来找我的造型不太一样。海泉进门的造型很帅，但他出来找我的造型戴了一副眼镜，米白色毛衣，总之有点土气）
432,昨天晚上梦见和别人一起在浅海部分玩，我们联系憋气，可是突然一股大海浪涌来，将我高高刮起，很大的一股力量推着我好像越过了许多大洋，什么大西洋太平的，在梦中十分害怕大浪停止然后摔在陆地上，幸运的是落在了海里然后平安无事。另一个场景在医院，一个人躺在病床上，周围很多医生，据说也是因为被大浪卷起，不过受了很重的伤，精神也不太正常，还乱打人。请问这意味着什么啊
263,我连续好多晚梦到前男友，梦到他和别人在一起，梦里我很伤心，或者梦到我们和好了，我又很开心，这有什么寓意吗
97,梦见自己在教室里和以前的同学以前坐着窗边，忽然发现包不见了，里面有钱包，钱包里有我的身份证和刚发的工资1200，后来跟同学说，有一男生说昨天晚上在酒吧看到我的包了
285,梦到老情人和小学同性女同学端盆酱牛肉要吃 我正在扫地 我说：老同学多少年没见面了  你俩怎么遇到一起了？还没吃  梦醒了
522,我是女人，梦到自己被几只狗扑咬，就在这时，一只突然出现一只大黑猫，那只黑猫把狗都赶跑了，这个梦大概就这样，请问这样的梦对于我的感情或者生活预示着什么！谢谢回答！
64,进考场需要两张纸大的有小的忘记夹在哪里了找不到在考场外面等，考场外有桌子，桌子上有好多现在学习的书，同学有卷子让我帮她们做题，后来生气了，没有帮她们做，我自己就在书里面翻找，找不到，我旁边那个男的不知道从哪里弄来的卷子已经做起来了.
98,梦见生病去香港动手术，到了香港好想见到在香港爱的男人。心里好怕，怕动了手术就这样见不到他，梦到动手术那天见到他在陪我。
52,清澈的河中间有一条路，我走过去，看到有几条鱼杆放在那里，鱼杆旁边没人，水很清，明显可以看到有很多大白鱼在游，然后一条鱼杆上有一条很大的白鱼，它挣扎着，然后鱼杆快被拉下去了，然后它就挣脱鱼杆跑了，然后过来一个很高的人，我给他说你的鱼跑了，然后他在另一个鱼杆上很费劲的拉出一条鱼，也是白色的，但是比跑的那条鱼要小，但估计也有四五斤吧，然后那个人
588,梦见在一小块地里摘青辣椒，摘了一小篮后，见辣椒下地里有大蛇，蛇昂起头咬了我，但没觉的被咬伤。梦见在一小块地里摘青辣椒，摘了一小篮后，见辣椒下地里有大蛇，蛇昂起头咬了我，但没觉的被咬伤。
124,大师昨晚做个梦 梦见自己站在很高的医院楼顶往下望很害怕，想下去又下不去，后来去找出口，但看到墙上满是血顺着走过去看到两人在打架其中一人满身是血，自己又被吓到了
635,梦见屁屁一直有好多虫子出来，有的时候堵在屁眼口我用手拉出来，以为没了。后来一拉PP就喷出了好多虫子。一直这样。。、吓死了。。就是那种小时候吃打虫药的那种蛔虫，梦到的大概4-5厘米长，后来我累的死，好像有点知道是梦了，然后偶尔一个画面是看到姐姐和自己在卧室里，姐姐站在边上弄什么东东，我躺在床上坐着的，还跟姐姐说了一两句话，外面阳光特别好照进卧室，然后接着又切换到PP的出虫的那个画面。。然然我在梦里就开始弄自己的眼睛，让自己赶紧醒来。。后来努力意念让自己醒，最后终于醒来了，醒来后就发现原来这不是在自己那个家，也没有姐姐。。不过早上醒来还是困，又不敢立马睡，怕又接着来了。。过了几分钟才敢眯眼，连闹钟都叫不醒了，还好有点意识没睡几分钟就起床工作去了。。。这几个月没怎么做梦，就这个梦，还有前一天 梦见自己参加什么晚会，然后穿的像西方国家那种公主裙，露肩的。所有女士都穿那种公主裙还抱一束花，7—8朵的样子，好美~~~
163, 昨天晚上梦见了掉左上边的大牙，掉了好几颗，还流了好多血，而且还是在姥姥家一个荒芜的院子里，还梦见了去给每家每户送对联。
